bidNtceNo,bidNtceOrd,refNtceNo,refNtceOrd,ppsNtceYn,bidNtceNm,bidNtceSttusNm,bidNtceDate,bidNtceBgn,bsnsDivNm,intrntnlBidYn,cmmnCntrctYn,cmmnReciptMethdNm,elctrnBidYn,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,ntceInsttOfclDeptNm,ntceInsttOfclNm,ntceInsttOfclTel,ntceInsttOfclEmailAdrs,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,presnatnOprtnYn,presnatnOprtnDate,presnatnOprtnTm,presnatnOprtnPlce,bidPrtcptQlfctRgstClseDate,bidPrtcptQlfctRgstClseTm,cmmnReciptAgrmntClseDate,cmmnReciptAgrmntClseTm,bidBeginDate,bidBeginTm,bidClseDate,bidClseTm,opengDate,opengTm,opengPlce,asignBdgtAmt,presmptPrce,rsrvtnPrceDcsnMthdNm,rgnLmtYn,prtcptPsblRgnNm,indstrytyLmtYn,bidprcPsblIndstrytyNm,bidNtceUrl,dataBssDate
R25BK00876288,000,R25BK00876288,000,Y,제주MICE다목적복합시설확충사업 관급자재(전기 빌딩안내시스템) 지명경쟁 입찰 구매 ,일반공고,2025-05-29,17:31,물품,N,Y,,Y,총액계약,지명경쟁,적격심사제,조달청,1230000,,김보슬,042-724-7298,boseul87@korea.kr,(주)제주국제컨벤션센터,Z001433,,이창종,0647351019,cjlee@iccjeju.co.kr,,,,,2025-06-09,18:00,,,2025-06-05,10:00,2025-06-10,10:00,2025-06-10,11:00,,167677695,151288977,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00876288&bidPbancOrd=000,2025-09-08
R25BK00876496,000,R25BK00876496,000,Y,진공건조오븐,재입찰공고,2025-05-29,17:31,물품,N,Y,,Y,총액계약,제한경쟁,,한국생산기술연구원,B090021,,홍주아,041-589-8530,jua9886@kitech.re.kr,한국생산기술연구원,B090021,,홍주아,041-589-8530,,,,,,2025-06-06,18:00,,,2025-05-29,18:00,2025-06-09,12:00,2025-06-09,13:00,우리 원 구매자산실 입찰집행관 PC,32560000,29600000,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00876496&bidPbancOrd=000,2025-09-08
R25BK00844944,000,R25BK00844944,000,Y,가축방역 검사장비(5종 5대) 구입,일반공고,2025-05-29,17:33,물품,N,Y,,Y,총액계약,제한경쟁,,경기도청 북부청사,ZY00267,,김명환,031-803-02299,sonic55@gg.go.kr,경기도,6410000,,김명환,03180302299,,,,,,2025-06-18,18:00,,,2025-05-30,10:00,2025-06-19,10:00,2025-06-19,11:00,국가종합전자조달시스템(나라장터),198800000,180727273,복수예가,Y,경기도...(이하생략 나라장터참조),Y,"의료기기판매업,동물용의료기기판매업",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00844944&bidPbancOrd=000,2025-09-08
R25BK00877390,000,R25BK00877390,000,Y,[수의시담]유도결합플라즈마 질량분석기 구매,일반공고,2025-05-29,17:35,물품,N,Y,,Y,총액계약,수의계약,,경기도 화성시 농업기술센터,5530035,,이새롬,031-518-93606,liuxing22@korea.kr,경기도 화성시 농업기술센터,5530035,,이새롬,03151893606,,,,,,2025-05-29,18:00,,,2025-05-30,10:00,2025-05-30,11:00,2025-05-30,12:00,국가종합전자조달시스템(나라장터),250000000,227272727,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877390&bidPbancOrd=000,2025-09-08
R25BK00876634,000,R25BK00876634,000,Y,정선군 용탄천 생태하천 복원사업 관급자재(잡석),일반공고,2025-05-29,17:35,물품,N,Y,,Y,총액계약,제한경쟁,적격심사제,조달청 서울지방조달청,1230121,,김준한,070-405-68654,kimjunhan@korea.kr,한국환경공단 수도권동부환경본부,Z004865,,최유지,0317765288,yooji0218@keco.or.kr,,,,,2025-06-09,18:00,,,2025-06-05,10:00,2025-06-10,10:00,2025-06-10,11:00,,251244830,226800000,복수예가,Y,강원특별자치도...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00876634&bidPbancOrd=000,2025-09-08
R25BK00877393,000,R25BK00877393,000,Y,북시흥농협 종합시설 신축공사 AV 납품 및 설치,일반공고,2025-05-29,17:36,물품,N,Y,,Y,총액계약,제한경쟁,최저가 낙찰제,북시흥농업협동조합,Z006765,,최하나,031-467-0610,jcshmn@nonghyup.com,북시흥농업협동조합,Z006765,,최하나,0314670610,,,,,,2025-06-09,12:00,,,2025-05-29,18:00,2025-06-09,12:00,2025-06-09,15:00,국가종합전자조달시스템(나라장터),0,0,단일예가,N,...(이하생략 나라장터참조),Y,정보통신공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877393&bidPbancOrd=000,2025-09-08
R25BK00876473,000,R25BK00876473,000,Y,화성~신통간 도로개설공사(3차분) 관급자재(합성라멘교) 구매,일반공고,2025-05-29,17:37,물품,N,Y,,Y,총액계약,수의계약,,조달청 충북지방조달청,1230149,,송화원,070-405-68572,486tpo@korea.kr,충청북도 증평군,5570000,,김천수,0438353335,kcjstn28@korea.kr,,,,,2025-05-29,18:00,,,2025-05-30,11:00,2025-05-30,12:00,2025-05-30,13:00,,293017280,264545455,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00876473&bidPbancOrd=000,2025-09-08
R25BK00877361,000,R25BK00877361,000,Y,화산(2분구) 처리구역 하수관로 정비사업 1공구(1차분) 관급자재(혼합골재) 구입,일반공고,2025-05-29,17:40,물품,N,Y,,Y,총액계약,수의계약,,전북특별자치도 전주시,4641000,,조정현,063-281-2193,jhyeon94@korea.kr,전북특별자치도 전주시,4641000,,조정현,0632812193,,,,,,2025-06-04,18:00,,,2025-06-02,10:00,2025-06-05,10:00,2025-06-05,11:00,전주시 회계과 입찰집행관 PC,37890000,34445455,복수예가,Y,전북특별자치도...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877361&bidPbancOrd=000,2025-09-08
R25BK00877104,000,R25BK00877104,000,Y,4호선 전동차용 냉방장치 제조구매 설치,일반공고,2025-05-29,17:42,물품,N,Y,,Y,총액계약,제한경쟁,적격심사제,부산교통공사,B551542,,예다영,051-640-7249,ydy@humetro.busan.kr,부산교통공사,B551542,,예다영,0516407249,,,,,,2025-06-03,18:00,,,2025-05-30,09:00,2025-06-05,13:40,2025-06-05,14:40,국가종합전자조달시스템(나라장터),154386000,140350909,복수예가,Y,부산광역시...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877104&bidPbancOrd=000,2025-09-08
R25BK00877174,000,R25BK00877174,000,Y,부산대학교 AI기반 맞춤형 교육지원시스템을 위한 GPU서버 구매,일반공고,2025-05-29,17:43,물품,N,Y,,Y,총액계약,제한경쟁,,조달청 부산지방조달청,1230130,,김승원,070-405-66535,ksw24@korea.kr,부산대학교,7000463,,김민정,0515101070,z151402@pusan.ac.kr,,,,,2025-06-10,18:00,,,2025-06-09,10:00,2025-06-11,10:00,2025-06-11,11:00,,166266640,149872727,복수예가,Y,부산광역시...(이하생략 나라장터참조),Y,"정보통신공사업,소프트웨어사업자(컴퓨터관련서비스사업)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877174&bidPbancOrd=000,2025-09-08
R25BK00876958,000,R25BK00876958,000,Y,클라우드 플랫폼 통합 자료저장장치 자원증설 사업,재입찰공고,2025-05-29,17:44,물품,N,Y,,Y,총액계약,일반경쟁,협상에 의한 계약,조달청 부산지방조달청,1230130,,김승원,070-405-66535,ksw24@korea.kr,부산광역시,6260000,,정다은,0518882237,daeun1209@korea.kr,,,,,2025-06-09,18:00,,,2025-06-08,10:00,2025-06-10,10:00,2025-06-10,10:27,,280937410,253454545,비예가,N,...(이하생략 나라장터참조),Y,소프트웨어사업자(컴퓨터관련서비스사업),https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00876958&bidPbancOrd=000,2025-09-08
R25BK00877406,000,R25BK00877406,000,Y,고신뢰성 원전 대형 밸브부품 내진해석 소프트웨어 임차,재입찰공고,2025-05-29,17:44,물품,N,Y,,Y,총액계약,제한경쟁,,한국생산기술연구원,B090021,,홍주아,041-589-8530,jua9886@kitech.re.kr,한국생산기술연구원,B090021,,홍주아,041-589-8530,,,,,,2025-06-06,18:00,,,2025-05-29,18:00,2025-06-09,12:00,2025-06-09,13:00,우리 원 구매자산실 입찰집행관 PC,28400000,25818180,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00877406&bidPbancOrd=000,2025-09-08
