bidNtceNo,bidNtceOrd,refNtceNo,refNtceOrd,ppsNtceYn,bidNtceNm,bidNtceSttusNm,bidNtceDate,bidNtceBgn,bsnsDivNm,intrntnlBidYn,cmmnCntrctYn,cmmnReciptMethdNm,elctrnBidYn,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,ntceInsttOfclDeptNm,ntceInsttOfclNm,ntceInsttOfclTel,ntceInsttOfclEmailAdrs,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,presnatnOprtnYn,presnatnOprtnDate,presnatnOprtnTm,presnatnOprtnPlce,bidPrtcptQlfctRgstClseDate,bidPrtcptQlfctRgstClseTm,cmmnReciptAgrmntClseDate,cmmnReciptAgrmntClseTm,bidBeginDate,bidBeginTm,bidClseDate,bidClseTm,opengDate,opengTm,opengPlce,asignBdgtAmt,presmptPrce,rsrvtnPrceDcsnMthdNm,rgnLmtYn,prtcptPsblRgnNm,indstrytyLmtYn,bidprcPsblIndstrytyNm,bidNtceUrl,dataBssDate
R25BK00864997,001,R25BK00864997,001,Y,2025년 디지털 트윈국토 서비스 기반 구축(4차) 사업 감리,취소공고,2025-05-26,14:20,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,국토교통부,1613000,,백현화,044-201-3182,100hyeonhwa@korea.kr,국토교통부,1613000,,백현화,0442013182,june1120@korea.kr,,,,,2025-06-04,18:00,,,2025-05-30,10:00,2025-06-05,10:00,2025-06-05,11:00,국가종합전자조달시스템(나라장터),90000000,81818182,비예가,N,...(이하생략 나라장터참조),Y,정보시스템 감리법인,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00864997&bidPbancOrd=001,2025-09-08
R25BK00867809,000,R25BK00867809,000,Y,소천1리우봉천제방설치공사 폐기물처리용역,일반공고,2025-05-26,14:20,용역,N,Y,분담이행,Y,총액계약,수의계약,,경상북도 청도군,5190000,,최유태,054-370-6132,choiyt00@korea.kr,경상북도 청도군,5190000,,최유태,0543706132,,,,,,2025-06-01,18:00,2025-06-01,18:00,2025-05-26,21:00,2025-06-02,10:00,2025-06-02,11:00,국가종합전자조달시스템(나라장터),22220000,20200000,복수예가,Y,"경상북도 영천시,경상북도 청도군...(이하생략 나라장터참조)",Y,"건설폐기물 중간처리업,건설폐기물 중간처리업,건설폐기물 수집·운반업",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867809&bidPbancOrd=000,2025-09-08
R25BK00867781,000,R25BK00867781,000,Y,수돗물 먹는 실태조사 개선 연구,일반공고,2025-05-26,14:21,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,한국상하수도협회,Z008713,,윤혜진,02-315-67723,wls3679@kwwa.or.kr,한국상하수도협회,Z008713,,윤혜진,0231567723,,,,,,2025-06-08,18:00,,,2025-05-26,14:30,2025-06-09,10:00,2025-06-09,11:00,국가종합전자조달시스템(나라장터),22000000,20000000,비예가,N,...(이하생략 나라장터참조),Y,학술.연구용역,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867781&bidPbancOrd=000,2025-09-08
R25BK00867431,000,R25BK00867431,000,Y,장래 수요예측모형 적용 및 결과 검증,일반공고,2025-05-26,14:22,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,경기연구원,B553479,,박인숙,031-250-3214,insuk@gri.kr,경기연구원,B553479,,박인숙,0312503214,,,,,,2025-06-08,18:00,,,2025-05-26,15:00,2025-06-09,14:00,2025-06-09,15:00,국가종합전자조달시스템(나라장터),80000000,72727273,복수예가,N,...(이하생략 나라장터참조),Y,엔지니어링사업(교통),https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867431&bidPbancOrd=000,2025-09-08
R25BK00866197,000,R25BK00866197,000,Y,제5회 여주 선비장터축제 이벤트사 대행 용역,일반공고,2025-05-26,14:22,용역,N,Y,,N,총액계약,제한경쟁,협상에 의한 계약,경기도 여주시 가남읍,5700014,,박준혁,031-887-3848,vldh00@korea.kr,경기도 여주시 가남읍,5700014,,박준혁,0318873848,,,,,,,,,,,,,,2025-06-10,10:00,"공고문,제안서 등 확인",60000000,54545455,비예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00866197&bidPbancOrd=000,2025-09-08
R25BK00867775,000,R25BK00867775,000,Y,프로스포츠 뉴미디어 운영 채널 분석 및 컨설팅,일반공고,2025-05-26,14:23,용역,N,Y,,Y,총액계약,일반경쟁,협상에 의한 계약,(사)한국프로스포츠협회,Z030222,,현미진,02-619-05915,mijin@prosports.or.kr,(사)한국프로스포츠협회,Z030222,,김기철,0261905928,,,,,,2025-06-15,18:00,,,2025-05-26,15:00,2025-06-16,10:00,2025-06-16,11:00,국가종합전자조달시스템(나라장터),73000000,66363636,비예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867775&bidPbancOrd=000,2025-09-08
R25BK00867735,000,R25BK00867735,000,Y,2025년 제23회 해외 한국어교육자 국제학술대회 기념품 제작,일반공고,2025-05-26,14:23,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,재단법인 국제한국어교육재단,Z021959,,이봉진,--,ikef@ikef.kr,재단법인 국제한국어교육재단,Z021959,,이봉진,023326801,,,,,,2025-06-01,18:00,,,2025-05-26,15:00,2025-06-02,12:00,2025-06-02,13:00,국가종합전자조달시스템(나라장터),70000000,63636364,비예가,N,...(이하생략 나라장터참조),Y,"산업디자인전문회사(시각디자인분야),산업디자인전문회사(제품디자인분야)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867735&bidPbancOrd=000,2025-09-08
R25BK00867280,000,R25BK00867280,000,Y,[자립준비청년 디지털 진로지원 사업] 해외창업생태계 방문 용역,일반공고,2025-05-26,14:24,용역,N,Y,,N,총액계약,일반경쟁,최저가 낙찰제,한양대학교 기술지주회사(주),ZT05046,,김국희,--,cookie86@hyuholdings.com,한양대학교 기술지주회사(주),ZT05046,,김국희,0222204073,,,,,,,,,,,,,,2025-06-16,15:00,국가종합전자조달시스템(나라장터),82500000,75000000,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867280&bidPbancOrd=000,2025-09-08
R25BK00867418,000,R25BK00867418,000,Y,"상재난 대피시설 및 대피로 설치사업(지방도811, 3구간) 건설폐기물 처리 용역",일반공고,2025-05-26,14:25,용역,N,Y,,Y,총액계약,수의계약,,전라남도 함평군,4960000,,송진현,061-320-1702,song2day@korea.kr,전라남도 함평군,4960000,,송진현,0613201702,,,,,,2025-05-29,18:00,,,2025-05-26,15:00,2025-05-30,15:00,2025-05-30,16:00,국가종합전자조달시스템(나라장터),81320000,73927273,복수예가,Y,전라남도 함평군...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00867418&bidPbancOrd=000,2025-09-08
R25BK00865834,001,R25BK00865834,001,Y,2025년 경로당 등 노인여가복지시설 종합보험 가입,정정공고,2025-05-26,14:26,용역,N,Y,혼합방식,Y,총액계약,수의계약,,충청남도 서산시,4530000,,박영진,041-660-2272,tkodnyou@korea.kr,충청남도 서산시,4530000,,박영진,0416602272,,,,,,2025-06-01,18:00,2025-06-01,18:00,2025-05-28,10:00,2025-06-02,10:00,2025-06-02,11:00,국가종합전자조달시스템(나라장터),35000000,35000000,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00865834&bidPbancOrd=001,2025-09-08
