bidNtceNo,bidNtceOrd,refNtceNo,refNtceOrd,ppsNtceYn,bidNtceNm,bidNtceSttusNm,bidNtceDate,bidNtceBgn,bsnsDivNm,intrntnlBidYn,cmmnCntrctYn,cmmnReciptMethdNm,elctrnBidYn,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,ntceInsttOfclDeptNm,ntceInsttOfclNm,ntceInsttOfclTel,ntceInsttOfclEmailAdrs,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,presnatnOprtnYn,presnatnOprtnDate,presnatnOprtnTm,presnatnOprtnPlce,bidPrtcptQlfctRgstClseDate,bidPrtcptQlfctRgstClseTm,cmmnReciptAgrmntClseDate,cmmnReciptAgrmntClseTm,bidBeginDate,bidBeginTm,bidClseDate,bidClseTm,opengDate,opengTm,opengPlce,asignBdgtAmt,presmptPrce,rsrvtnPrceDcsnMthdNm,rgnLmtYn,prtcptPsblRgnNm,indstrytyLmtYn,bidprcPsblIndstrytyNm,bidNtceUrl,dataBssDate
R25BK00881216,000,R25BK00881216,000,Y,2025년 서원구 하천변 풀베기 및 수목제거 연간단가(3구역),일반공고,2025-06-02,11:26,공사,N,Y,,Y,일반단가계약,수의계약,,충청북도 청주시 서원구,5725000,,정지영,043-201-6042,jyoung3@korea.kr,충청북도 청주시 서원구,5725000,,정지영,0432016042,,,,,,2025-06-09,18:00,,,2025-06-04,10:00,2025-06-10,12:00,2025-06-10,13:00,국가종합전자조달시스템(나라장터),,27272728,복수예가,Y,충청북도 청주시...(이하생략 나라장터참조),Y,조경식재ㆍ시설물공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881216&bidPbancOrd=000,2025-09-08
R25BK00880838,000,R25BK00880838,000,Y,"화성배수갑문(2호, 5호) 와이어로프 교체공사",일반공고,2025-06-02,11:27,공사,N,Y,,Y,총액계약,수의계약,,한국농어촌공사 화안사업단,D150571,,이은정,031-412-1415,dldmswjd@ekr.or.kr,한국농어촌공사 화안사업단,D150571,,이은정,0314121415,,,,,,2025-06-02,14:00,,,2025-06-02,16:30,2025-06-02,16:45,2025-06-02,17:45,국가종합전자조달시스템(나라장터),,49600000,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00880838&bidPbancOrd=000,2025-09-08
R25BK00864666,001,R25BK00864666,001,Y,2025년 RPC시설·장비 지원사업 - 집진시설 개보수 기계설비공사,취소공고,2025-06-02,11:27,공사,N,Y,,Y,총액계약,제한경쟁,적격심사제,영순농업협동조합,Z005319,,권기조,054-550-3711,desii@nonghyup.com,영순농업협동조합,Z005319,,권기조,0545503711,,,,,,2025-05-30,16:00,,,2025-05-23,16:00,2025-06-02,10:00,2025-06-02,11:00,국가종합전자조달시스템(나라장터),,557150000,단일예가,N,...(이하생략 나라장터참조),Y,"환경전문공사업(대기분야),기계설비ㆍ가스공사업",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00864666&bidPbancOrd=001,2025-09-08
R25BK00881233,000,R25BK00881233,000,Y,2025년 사방댐 설치사업(유치조양지구),일반공고,2025-06-02,11:28,공사,N,Y,,Y,총액계약,제한경쟁,적격심사제,전라남도 장흥군,4910000,,김수민,061-860-5732,flower4u@korea.kr,전라남도 장흥군,4910000,,김수민,0618605732,,,,,,2025-06-09,18:00,,,2025-06-03,09:00,2025-06-10,10:00,2025-06-10,11:00,국가종합전자조달시스템(나라장터),,166806364,복수예가,Y,전라남도...(이하생략 나라장터참조),Y,"산림사업법인(산림토목),산림조합(지역조합)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881233&bidPbancOrd=000,2025-09-08
R25BK00880912,001,R25BK00880912,001,Y,25년 문화마을 환경개선사업,취소공고,2025-06-02,11:28,공사,N,Y,,Y,총액계약,수의계약,,강원특별자치도 정선군,4291000,,강창수,033-560-2306,changsuman@korea.kr,강원특별자치도 정선군,4291000,,강창수,0335602306,,,,,,2025-06-09,18:00,,,2025-06-05,09:00,2025-06-10,10:00,2025-06-10,11:00,국가종합전자조달시스템(나라장터),,70636364,복수예가,Y,강원특별자치도 정선군...(이하생략 나라장터참조),Y,지반조성ㆍ포장공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00880912&bidPbancOrd=001,2025-09-08
R25BK00881242,000,R25BK00881242,000,Y,2025년 소규모주민숙원사업(신풍리 126번지 일원) 포장공사,일반공고,2025-06-02,11:29,공사,N,Y,,Y,총액계약,수의계약,,강원특별자치도 화천군,4311000,,홍성호,033-440-2149,hsh97@korea.kr,강원특별자치도 화천군,4311000,,홍성호,0334402149,,,,,,2025-06-09,18:00,,,2025-06-02,16:00,2025-06-10,16:00,2025-06-10,17:00,국가종합전자조달시스템(나라장터),,21164545,복수예가,Y,강원특별자치도 화천군...(이하생략 나라장터참조),Y,지반조성ㆍ포장공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881242&bidPbancOrd=000,2025-09-08
R25BK00881265,000,R25BK00881265,000,Y,25년 문화마을 환경개선사업,일반공고,2025-06-02,11:30,공사,N,Y,,Y,총액계약,수의계약,,강원특별자치도 정선군,4291000,,강창수,033-560-2306,changsuman@korea.kr,강원특별자치도 정선군,4291000,,강창수,0335602306,,,,,,2025-06-09,18:00,,,2025-06-05,09:00,2025-06-10,10:00,2025-06-10,11:00,국가종합전자조달시스템(나라장터),,70636364,복수예가,Y,강원특별자치도 정선군...(이하생략 나라장터참조),Y,지반조성ㆍ포장공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881265&bidPbancOrd=000,2025-09-08
R25BK00881237,000,R25BK00881237,000,Y,노화 포전지구 소규모어항시설 공사,일반공고,2025-06-02,11:31,공사,N,Y,,Y,총액계약,수의계약,,전라남도 완도군,4990000,,조재현,061-550-5241,jh7000@korea.kr,전라남도 완도군,4990000,,조재현,0615505241,,,,,,2025-06-09,18:00,,,2025-06-05,12:00,2025-06-10,12:00,2025-06-10,13:00,국가종합전자조달시스템(나라장터),,152108182,복수예가,Y,전라남도 완도군...(이하생략 나라장터참조),Y,도장ㆍ습식ㆍ방수ㆍ석공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881237&bidPbancOrd=000,2025-09-08
R25BK00881276,000,R25BK00881276,000,Y,2025년 사방댐 설치사업(대덕연지지구),일반공고,2025-06-02,11:34,공사,N,Y,,Y,총액계약,제한경쟁,적격심사제,전라남도 장흥군,4910000,,김수민,061-860-5732,flower4u@korea.kr,전라남도 장흥군,4910000,,김수민,0618605732,,,,,,2025-06-09,18:00,,,2025-06-03,09:00,2025-06-10,10:00,2025-06-10,11:00,국가종합전자조달시스템(나라장터),,190238182,복수예가,Y,전라남도...(이하생략 나라장터참조),Y,"산림사업법인(산림토목),산림조합(지역조합)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00881276&bidPbancOrd=000,2025-09-08
R25BK00872223,001,R25BK00872223,001,Y,2025년 공공와이파이 확충 및 품질개선 공사 ,취소공고,2025-06-02,11:35,공사,N,Y,,Y,총액계약,제한경쟁,적격심사제,서울특별시 마포구,3130000,,박은영,02-315-38173,bitween@mapo.go.kr,서울특별시 마포구,3130000,,박은영,0231538173,,,,,,2025-06-08,18:00,,,2025-05-30,10:00,2025-06-09,10:00,2025-06-09,11:00,국가종합전자조달시스템(나라장터),,127820000,복수예가,Y,서울특별시...(이하생략 나라장터참조),Y,정보통신공사업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00872223&bidPbancOrd=001,2025-09-08
