bidNtceNo,bidNtceOrd,refNtceNo,refNtceOrd,ppsNtceYn,bidNtceNm,bidNtceSttusNm,bidNtceDate,bidNtceBgn,bsnsDivNm,intrntnlBidYn,cmmnCntrctYn,cmmnReciptMethdNm,elctrnBidYn,cntrctCnclsSttusNm,cntrctCnclsMthdNm,bidwinrDcsnMthdNm,ntceInsttNm,ntceInsttCd,ntceInsttOfclDeptNm,ntceInsttOfclNm,ntceInsttOfclTel,ntceInsttOfclEmailAdrs,dmndInsttNm,dmndInsttCd,dmndInsttOfclDeptNm,dmndInsttOfclNm,dmndInsttOfclTel,dmndInsttOfclEmailAdrs,presnatnOprtnYn,presnatnOprtnDate,presnatnOprtnTm,presnatnOprtnPlce,bidPrtcptQlfctRgstClseDate,bidPrtcptQlfctRgstClseTm,cmmnReciptAgrmntClseDate,cmmnReciptAgrmntClseTm,bidBeginDate,bidBeginTm,bidClseDate,bidClseTm,opengDate,opengTm,opengPlce,asignBdgtAmt,presmptPrce,rsrvtnPrceDcsnMthdNm,rgnLmtYn,prtcptPsblRgnNm,indstrytyLmtYn,bidprcPsblIndstrytyNm,bidNtceUrl,dataBssDate
R25BK00898380,000,R25BK00898380,000,Y,2026년도 적십자회비 모금용 전산자료 변환 용역,일반공고,2025-06-12,18:15,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,대한적십자사,B460004,,김상용,02-370-53537,chastespirit@redcross.or.kr,대한적십자사,B460004,,이은주,0237053536,,,,,,2025-06-22,18:00,,,2025-06-19,00:00,2025-06-23,10:00,2025-06-25,10:00,국가종합전자조달시스템(나라장터),87000000,79090909,단일예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00898380&bidPbancOrd=000,2025-09-08
R25BK00901985,000,R25BK00901985,000,Y,광주광역시 북구 재활용품 선별 · 처리 대행 용역,일반공고,2025-06-12,18:16,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,광주광역시 북구,3620000,,김정환,062-410-6211,arclite@korea.kr,광주광역시 북구,3620000,,김정환,0624106211,,,,,,2025-06-24,18:00,,,2025-06-23,10:00,2025-06-25,10:00,2025-06-25,11:00,국가종합전자조달시스템(나라장터),3856097700,3505543364,비예가,Y,광주광역시...(이하생략 나라장터참조),Y,"폐기물중간재활용업(지정폐기물외 폐기물),폐기물최종재활용업(지정폐기물외 폐기물),폐기물종합재활용업(지정폐기물외 폐기물)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00901985&bidPbancOrd=000,2025-09-08
R25BK00901893,000,R25BK00901893,000,Y,재단 신사옥 법정소독 용역(2025년),일반공고,2025-06-12,18:20,용역,N,Y,,Y,총액계약,수의계약,,경기신용보증재단,B550033,,최명식,031-690-3152,nearbyuv@gcgf.or.kr,경기신용보증재단,B550033,,최명식,0316903152,,,,,,2025-06-19,18:00,,,2025-06-17,10:00,2025-06-20,10:00,2025-06-20,11:00,국가종합전자조달시스템(나라장터),8400000,8400000,복수예가,Y,경기도...(이하생략 나라장터참조),Y,소독업,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00901893&bidPbancOrd=000,2025-09-08
R25BK00902014,000,R25BK00902014,000,Y,2025년 하반기 초과발생 생활폐기물 처리용역,일반공고,2025-06-12,18:28,용역,N,Y,분담이행,Y,총액계약,일반경쟁,적격심사제,경상북도 김천시,5060000,,김보란,054-420-6547,lucete801@korea.kr,경상북도 김천시,5060000,,김보란,0544206175,,,,,,2025-06-17,18:00,2025-06-17,18:00,2025-06-16,10:00,2025-06-18,10:00,2025-06-18,11:00,국가종합전자조달시스템(나라장터),999400000,999400000,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00902014&bidPbancOrd=000,2025-09-08
R25BK00898757,000,R25BK00898757,000,Y,"《김창열》전시작품 운송 및 설치, 철거용역",일반공고,2025-06-12,18:28,용역,N,Y,,Y,총액계약,제한경쟁,협상에 의한 계약,조달청 서울지방조달청,1230121,,이상정,02-590-8890,daemalss@korea.kr,문화체육관광부 국립현대미술관,1371033,,송서현,0237019791,jeonghwa2006@korea.kr,,,,,2025-06-25,18:00,,,2025-06-24,10:00,2025-06-26,10:00,2025-06-26,11:00,,140754770,126837682,비예가,N,...(이하생략 나라장터참조),Y,"국제물류주선업,화물자동차운송사업(일반)",https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00898757&bidPbancOrd=000,2025-09-08
R25BK00902021,000,R25BK00902021,000,Y,2025년 천안시 슬레이트 처리·운반 용역(1권역),일반공고,2025-06-12,18:32,용역,N,Y,공동이행,Y,총액계약,수의계약,,충청남도 천안시,4490000,,윤종석,041-521-5293,cact@korea.kr,충청남도 천안시,4490000,,윤종석,0415215293,,,,,,2025-06-17,18:00,2025-06-17,18:00,2025-06-13,14:00,2025-06-18,14:00,2025-06-18,15:00,국가종합전자조달시스템(나라장터),57130000,51936364,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00902021&bidPbancOrd=000,2025-09-08
R25BK00901143,000,R25BK00901143,000,Y,경기도교육청 교육시설 공사관리 플랫폼 유지보수 용역,재입찰공고,2025-06-12,18:33,용역,N,Y,공동이행,Y,총액계약,수의계약,,조달청 인천지방조달청,1230133,,박정웅,070-405-67866,pjwelegy@korea.kr,경기도교육청,7530000,,김종식,0312490381,kjs99802@korea.kr,,,,,2025-06-18,18:00,2025-06-18,18:00,2025-06-19,10:00,2025-06-19,11:00,2025-06-19,13:00,,323543470,291930000,단일예가,N,...(이하생략 나라장터참조),Y,소프트웨어사업자(컴퓨터관련서비스사업),https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00901143&bidPbancOrd=000,2025-09-08
R25BK00902000,000,R25BK00902000,000,Y,울산광역시 북구 범죄예방 도시디자인 기본계획 수립 학술연구 용역,일반공고,2025-06-12,18:37,용역,N,Y,,Y,총액계약,수의계약,,울산광역시 북구,3720000,,제효상,052-241-7308,hsang@korea.kr,울산광역시 북구,3720000,,제효상,0522417308,,,,,,2025-06-17,18:00,,,2025-06-13,09:00,2025-06-18,10:00,2025-06-18,11:00,국가종합전자조달시스템(나라장터),70000000,63636364,복수예가,Y,울산광역시...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00902000&bidPbancOrd=000,2025-09-08
R25BK00902030,000,R25BK00902030,000,Y,정보시스템(폐기물처분부담금) 기능 고도화 감리,일반공고,2025-06-12,18:42,용역,N,Y,,Y,총액계약,제한경쟁,적격심사제,한국환경공단,B552584,,조승휘,032-590-3265,allymilk@keco.or.kr,한국환경공단,B552584,,조승휘,0325903265,,,,,,2025-06-19,18:00,,,2025-06-18,09:00,2025-06-20,10:00,2025-06-20,11:00,국가종합전자조달시스템(나라장터),45210000,41100000,복수예가,N,...(이하생략 나라장터참조),Y,정보시스템 감리법인,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00902030&bidPbancOrd=000,2025-09-08
R25BK00902071,000,R25BK00902071,000,Y,2025년 천안시 슬레이트 처리·운반 용역(2권역),일반공고,2025-06-12,18:48,용역,N,Y,분담이행,Y,총액계약,수의계약,,충청남도 천안시,4490000,,윤종석,041-521-5293,cact@korea.kr,충청남도 천안시,4490000,,윤종석,0415215293,,,,,,2025-06-17,18:00,2025-06-17,18:00,2025-06-13,14:00,2025-06-18,14:00,2025-06-18,15:00,국가종합전자조달시스템(나라장터),49960000,45418182,복수예가,N,...(이하생략 나라장터참조),N,,https://www.g2b.go.kr/link/PNPE027_01/single/?bidPbancNo=R25BK00902071&bidPbancOrd=000,2025-09-08
